20240415|03|MM10146000|3250842|서시장|~|34.744200|127.734100|46|전라남도|46130|여수시|4613010100|서교동
20240415|03|MM10146000|3250843|중앙시장|~|34.747300|127.731500|46|전라남도|46130|여수시|4613010200|중앙동
20240415|03|MM10146000|3250844|여수시청|~|34.760400|127.662500|46|전라남도|46130|여수시|4613010300|쌍봉동
20240415|03|MM10146000|3250845|엑스포역|~|34.751000|127.748000|46|전라남도|46130|여수시|4613010400|덕충동
20240415|03|MM10146000|3250847|여수버스터미널|~|34.761200|127.668700|46|전라남도|46130|여수시|4613010500|오림동
20240415|03|MM10146000|3250848|쌍봉사거리|~|34.767800|127.662000|46|전라남도|46130|여수시|4613010600|쌍봉동
20240415|03|MM10146000|3250875|문수동주민센터|~|34.759100|127.705900|46|전라남도|46130|여수시|4613010700|문수동
20240415|03|MM10146000|3250913|시외버스터미널|~|34.761800|127.669400|46|전라남도|46130|여수시|4613010500|오림동
20240415|03|MM10146000|3251188|광주은행|~|34.745800|127.731000|46|전라남도|46130|여수시|4613010800|여서동
20240415|03|MM10146000|3251189|진남시장|~|34.742800|127.733000|46|전라남도|46130|여수시|4613010900|충무동
20240415|03|MM10146000|3251204|여서로터리|~|34.748600|127.718400|46|전라남도|46130|여수시|4613010800|여서동
