0240415|03|MM10146000|325000002|여수2|B|0|3250842|서시장|34.744200|127.734100|46100|0|0
0240415|03|MM10146000|325000002|여수2|B|1|3250843|중앙시장|34.747300|127.731500|46101|0.5|0.5
0240415|03|MM10146000|325000002|여수2|B|2|3250844|여수시청|34.760400|127.662500|46102|6.8|6.3
0240415|03|MM10146000|325000002|여수2|B|3|3250847|여수버스터미널|34.761200|127.668700|46103|7.4|0.6
0240415|03|MM10146000|325000002|여수2|B|4|3250848|쌍봉사거리|34.767800|127.662000|46104|8.5|1.1
0240415|03|MM10146000|325000002|여수2|B|5|3250913|시외버스터미널|34.761800|127.669400|46105|9.6|1.1
0240415|03|MM10146000|325000002|여수2|B|6|3251188|광주은행|34.745800|127.731000|46106|16.3|6.7
0240415|03|MM10146000|325000002|여수2|B|7|3251189|진남시장|34.742800|127.733000|46107|16.8|0.5
0240415|03|MM10146000|325000002|여수2|B|8|3251204|여서로터리|34.748600|127.718400|46108|18.4|1.6
0240415|03|MM10146000|325000002|여수2|B|9|3250845|엑스포역|34.751000|127.748000|46109|21.1|2.7
0240415|03|MM10146000|325000610|여수6|B|0|3250845|엑스포역|34.751000|127.748000|46200|0|0
0240415|03|MM10146000|325000610|여수6|B|1|3250848|쌍봉사거리|34.767800|127.662000|46201|8.2|8.2
0240415|03|MM10146000|325000610|여수6|B|2|3250875|문수동주민센터|34.759100|127.705900|46202|12.4|4.2
0240415|03|MM10146000|325000610|여수6|B|3|3251188|광주은행|34.745800|127.731000|46203|16.1|3.7
0240415|03|MM10146000|325000610|여수6|B|4|3251204|여서로터리|34.748600|127.718400|46204|17.5|1.4
0240415|03|MM10146000|325000610|여수6|B|5|3250842|서시장|34.744200|127.734100|46205|19.2|1.7
0240415|03|MM10146000|325000610|여수6|B|6|3250847|여수버스터미널|34.761200|127.668700|46206|26.4|7.2
0240415|03|MM10146000|325000610|여수6|B|7|3250913|시외버스터미널|34.761800|127.669400|46207|26.6|0.2
0240415|03|MM10146000|325000610|여수6|B|8|3251189|진남시장|34.742800|127.733000|46208|34.4|7.8
